link,DexNum,name,form,eggMoveName,eggMoveForm
https://www.serebii.net/pokedex-sm/635.shtml,635,,,Astonish,
https://www.serebii.net/pokedex-sm/340.shtml,340,,,Earth Power,
https://www.serebii.net/pokedex-sm/314.shtml,314,,,Silver Wind,
https://www.serebii.net/pokedex-sm/598.shtml,598,,,Leech Seed,
https://www.serebii.net/pokedex-sm/693.shtml,693,Liquidation,,,
https://www.serebii.net/pokedex-sm/278.shtml,278,,,Knock Off,
https://www.serebii.net/pokedex-sm/807.shtml,807,Low Kick,,,
https://www.serebii.net/pokedex-sm/241.shtml,241,Icy Wind,,,
https://www.serebii.net/pokedex-sm/239.shtml,239,,,Hammer Arm,
https://www.serebii.net/pokedex-sm/037.shtml,37,Heal Bell,Alola,,
https://www.serebii.net/pokedex-sm/196.shtml,196,Laser Focus,,,
https://www.serebii.net/pokedex-sm/281.shtml,281,Ally Switch,,,
https://www.serebii.net/pokedex-sm/674.shtml,674,Covet,,,
https://www.serebii.net/pokedex-sm/051.shtml,51,,,Ancient Power,Normal
https://www.serebii.net/pokedex-sm/001.shtml,1,,,Petal Dance,
https://www.serebii.net/pokedex-sm/553.shtml,553,,,Beat Up,
https://www.serebii.net/pokedex-sm/690.shtml,690,,,Haze,
https://www.serebii.net/pokedex-sm/089.shtml,89,Giga Drain,Muk,,
https://www.serebii.net/pokedex-sm/623.shtml,623,Magic Coat,,,
https://www.serebii.net/pokedex-sm/160.shtml,160,,,Water Sport,
https://www.serebii.net/pokedex-sm/172.shtml,172,,,Endure,
https://www.serebii.net/pokedex-sm/386.shtml,386,Zen Headbutt,Defense,,
https://www.serebii.net/pokedex-sm/514.shtml,514,,,Nasty Plot,
https://www.serebii.net/pokedex-sm/561.shtml,561,Zen Headbutt,,,
https://www.serebii.net/pokedex-sm/387.shtml,387,,,Worry Seed,
https://www.serebii.net/pokedex-sm/283.shtml,283,Water Pulse,,,
https://www.serebii.net/pokedex-sm/358.shtml,358,,,Perish Song,
https://www.serebii.net/pokedex-sm/478.shtml,478,Signal Beam,,,
https://www.serebii.net/pokedex-sm/148.shtml,148,,,Iron Tail,
https://www.serebii.net/pokedex-sm/558.shtml,558,Knock Off,,,
https://www.serebii.net/pokedex-sm/649.shtml,649,Ally Switch,,,
https://www.serebii.net/pokedex-sm/178.shtml,178,,,Steel Wing,
https://www.serebii.net/pokedex-sm/007.shtml,7,,,Muddy Water,
https://www.serebii.net/pokedex-sm/237.shtml,237,,,Rapid Spin,
https://www.serebii.net/pokedex-sm/605.shtml,605,Snore,,,
https://www.serebii.net/pokedex-sm/226.shtml,226,Liquidation,,,
https://www.serebii.net/pokedex-sm/210.shtml,210,Last Resort,,,
https://www.serebii.net/pokedex-sm/153.shtml,153,,,Leech Seed,
https://www.serebii.net/pokedex-sm/039.shtml,39,Focus Punch,,,
https://www.serebii.net/pokedex-sm/741.shtml,741,,,Safeguard,
https://www.serebii.net/pokedex-sm/326.shtml,326,Fire Punch,,,
https://www.serebii.net/pokedex-sm/159.shtml,159,Uproar,,,
https://www.serebii.net/pokedex-sm/534.shtml,534,,,Force Palm,
https://www.serebii.net/pokedex-sm/385.shtml,385,Iron Defense,,,
https://www.serebii.net/pokedex-sm/195.shtml,195,,,Double Kick,
https://www.serebii.net/pokedex-sm/516.shtml,516,Uproar,,,
https://www.serebii.net/pokedex-sm/040.shtml,40,,,Sleep Talk,
https://www.serebii.net/pokedex-sm/246.shtml,246,Iron Tail,,,
https://www.serebii.net/pokedex-sm/054.shtml,54,,,Foresight,
https://www.serebii.net/pokedex-sm/092.shtml,92,Giga Drain,,,
https://www.serebii.net/pokedex-sm/745.shtml,745,Covet,Midnight,,
https://www.serebii.net/pokedex-sm/322.shtml,322,,,Ancient Power,
https://www.serebii.net/pokedex-sm/522.shtml,522,,,Endure,
https://www.serebii.net/pokedex-sm/554.shtml,554,Zen Headbutt,,,
https://www.serebii.net/pokedex-sm/077.shtml,77,Bounce,,,
https://www.serebii.net/pokedex-sm/747.shtml,747,Liquidation,,,
https://www.serebii.net/pokedex-sm/207.shtml,207,Earth Power,,,
https://www.serebii.net/pokedex-sm/486.shtml,486,Shock Wave,,,
https://www.serebii.net/pokedex-sm/203.shtml,203,,,Skill Swap,
https://www.serebii.net/pokedex-sm/493.shtml,493,Iron Defense,,,
https://www.serebii.net/pokedex-sm/460.shtml,460,,,Seed Bomb,
https://www.serebii.net/pokedex-sm/395.shtml,395,Knock Off,,,
https://www.serebii.net/pokedex-sm/274.shtml,274,Defog,,,
https://www.serebii.net/pokedex-sm/059.shtml,59,Dragon Pulse,,,
https://www.serebii.net/pokedex-sm/131.shtml,131,,,Dragon Pulse,
https://www.serebii.net/pokedex-sm/730.shtml,730,Magic Coat,,,
https://www.serebii.net/pokedex-sm/075.shtml,75,,,Wide Guard,Normal
https://www.serebii.net/pokedex-sm/174.shtml,174,,,Heal Pulse,
https://www.serebii.net/pokedex-sm/168.shtml,168,,,Rage Powder,
https://www.serebii.net/pokedex-sm/750.shtml,750,Earth Power,,,
https://www.serebii.net/pokedex-sm/754.shtml,754,Defog,,,
https://www.serebii.net/pokedex-sm/439.shtml,439,,,Nasty Plot,
https://www.serebii.net/pokedex-sm/046.shtml,46,,,Fell Stinger,
https://www.serebii.net/pokedex-sm/592.shtml,592,Bind,,,
https://www.serebii.net/pokedex-sm/386.shtml,386,Gravity,Attack,,
https://www.serebii.net/pokedex-sm/262.shtml,262,,,Fire Fang,
https://www.serebii.net/pokedex-sm/051.shtml,51,,,Feint Attack,Normal
https://www.serebii.net/pokedex-sm/331.shtml,331,,,Block,
https://www.serebii.net/pokedex-sm/480.shtml,480,Telekinesis,,,
https://www.serebii.net/pokedex-sm/373.shtml,373,,,Dragon Dance,
https://www.serebii.net/pokedex-sm/238.shtml,238,,,Meditate,
https://www.serebii.net/pokedex-sm/122.shtml,122,,,Trick,
https://www.serebii.net/pokedex-sm/353.shtml,353,,,Disable,
https://www.serebii.net/pokedex-sm/068.shtml,68,,,Close Combat,
https://www.serebii.net/pokedex-sm/431.shtml,431,Last Resort,,,
https://www.serebii.net/pokedex-sm/115.shtml,115,Shock Wave,,,
https://www.serebii.net/pokedex-sm/254.shtml,254,Drain Punch,,,
https://www.serebii.net/pokedex-sm/285.shtml,285,,,Seed Bomb,
https://www.serebii.net/pokedex-sm/706.shtml,706,,,Curse,
https://www.serebii.net/pokedex-sm/427.shtml,427,Thunder Punch,,,
https://www.serebii.net/pokedex-sm/575.shtml,575,Snore,,,
https://www.serebii.net/pokedex-sm/052.shtml,52,,,Charm,Normal
https://www.serebii.net/pokedex-sm/444.shtml,444,,,Rock Climb,
https://www.serebii.net/pokedex-sm/059.shtml,59,,,Burn Up,
https://www.serebii.net/pokedex-sm/478.shtml,478,,,Disable,
https://www.serebii.net/pokedex-sm/029.shtml,29,,,Beat Up,
https://www.serebii.net/pokedex-sm/555.shtml,555,Superpower,,,
https://www.serebii.net/pokedex-sm/386.shtml,386,Knock Off,Speed,,
https://www.serebii.net/pokedex-sm/614.shtml,614,,,Focus Punch,
https://www.serebii.net/pokedex-sm/106.shtml,106,Stomping Tantrum,,,
https://www.serebii.net/pokedex-sm/403.shtml,403,,,Helping Hand,
https://www.serebii.net/pokedex-sm/553.shtml,553,Uproar,,,
https://www.serebii.net/pokedex-sm/249.shtml,249,Earth Power,,,
https://www.serebii.net/pokedex-sm/648.shtml,648,Focus Punch,,,
https://www.serebii.net/pokedex-sm/323.shtml,323,,,Mud Bomb,
https://www.serebii.net/pokedex-sm/277.shtml,277,,,Hurricane,
https://www.serebii.net/pokedex-sm/573.shtml,573,,,Mud-Slap,
https://www.serebii.net/pokedex-sm/576.shtml,576,,,Mean Look,
https://www.serebii.net/pokedex-sm/430.shtml,430,,,Sky Attack,
https://www.serebii.net/pokedex-sm/213.shtml,213,,,Sweet Scent,
https://www.serebii.net/pokedex-sm/053.shtml,53,,,Iron Tail,Normal
https://www.serebii.net/pokedex-sm/164.shtml,164,,,Mean Look,
https://www.serebii.net/pokedex-sm/066.shtml,66,Knock Off,,,
https://www.serebii.net/pokedex-sm/279.shtml,279,Gunk Shot,,,
https://www.serebii.net/pokedex-sm/158.shtml,158,Low Kick,,,
https://www.serebii.net/pokedex-sm/045.shtml,45,,,Ingrain,
https://www.serebii.net/pokedex-sm/219.shtml,219,,,Heat Wave,
https://www.serebii.net/pokedex-sm/125.shtml,125,,,Rolling Kick,
https://www.serebii.net/pokedex-sm/062.shtml,62,,,Mind Reader,
https://www.serebii.net/pokedex-sm/279.shtml,279,,,Brine,
https://www.serebii.net/pokedex-sm/050.shtml,50,,,Memento,Normal
https://www.serebii.net/pokedex-sm/582.shtml,582,Icy Wind,,,
https://www.serebii.net/pokedex-sm/734.shtml,734,,,Fire Fang,
https://www.serebii.net/pokedex-sm/381.shtml,381,Wonder Room,,,
https://www.serebii.net/pokedex-sm/122.shtml,122,Wonder Room,,,
https://www.serebii.net/pokedex-sm/422.shtml,422,,,Acid Armor,
https://www.serebii.net/pokedex-sm/087.shtml,87,,,Sleep Talk,
https://www.serebii.net/pokedex-sm/739.shtml,739,Thunder Punch,,,
https://www.serebii.net/pokedex-sm/404.shtml,404,,,Swift,
https://www.serebii.net/pokedex-sm/569.shtml,569,,,Haze,
https://www.serebii.net/pokedex-sm/176.shtml,176,Zen Headbutt,,,
https://www.serebii.net/pokedex-sm/408.shtml,408,,,Iron Head,
https://www.serebii.net/pokedex-sm/289.shtml,289,Block,,,
https://www.serebii.net/pokedex-sm/365.shtml,365,,,Stockpile,
https://www.serebii.net/pokedex-sm/107.shtml,107,Thunder Punch,,,
https://www.serebii.net/pokedex-sm/097.shtml,97,,,Guard Swap,
https://www.serebii.net/pokedex-sm/694.shtml,694,Shock Wave,,,
https://www.serebii.net/pokedex-sm/373.shtml,373,Snore,,,
https://www.serebii.net/pokedex-sm/531.shtml,531,Iron Tail,,,
https://www.serebii.net/pokedex-sm/473.shtml,473,,,Fissure,
https://www.serebii.net/pokedex-sm/579.shtml,579,,,Astonish,
https://www.serebii.net/pokedex-sm/077.shtml,77,,,Captivate,
https://www.serebii.net/pokedex-sm/781.shtml,781,Telekinesis,,,
https://www.serebii.net/pokedex-sm/681.shtml,681,,,Destiny Bond,
https://www.serebii.net/pokedex-sm/116.shtml,116,,,Muddy Water,
https://www.serebii.net/pokedex-sm/070.shtml,70,,,Ingrain,
https://www.serebii.net/pokedex-sm/313.shtml,313,Trick,,,
https://www.serebii.net/pokedex-sm/024.shtml,24,Spite,,,
https://www.serebii.net/pokedex-sm/545.shtml,545,,,Pin Missile,
https://www.serebii.net/pokedex-sm/476.shtml,476,Gravity,,,
https://www.serebii.net/pokedex-sm/193.shtml,193,Tailwind,,,
https://www.serebii.net/pokedex-sm/797.shtml,797,Seed Bomb,,,
https://www.serebii.net/pokedex-sm/166.shtml,166,Uproar,,,
https://www.serebii.net/pokedex-sm/192.shtml,192,Snore,,,
https://www.serebii.net/pokedex-sm/487.shtml,487,Dragon Pulse,Origin,,
https://www.serebii.net/pokedex-sm/206.shtml,206,Snore,,,
https://www.serebii.net/pokedex-sm/537.shtml,537,Earth Power,,,
https://www.serebii.net/pokedex-sm/159.shtml,159,,,Metal Claw,
https://www.serebii.net/pokedex-sm/780.shtml,780,,,Dragon Rush,
https://www.serebii.net/pokedex-sm/400.shtml,400,Iron Tail,,,
https://www.serebii.net/pokedex-sm/225.shtml,225,,,Counter,
https://www.serebii.net/pokedex-sm/653.shtml,653,Magic Coat,,,
https://www.serebii.net/pokedex-sm/080.shtml,80,Block,,,
https://www.serebii.net/pokedex-sm/175.shtml,175,Signal Beam,,,
https://www.serebii.net/pokedex-sm/800.shtml,800,Iron Head,Normal,,
https://www.serebii.net/pokedex-sm/682.shtml,682,Heal Bell,,,
https://www.serebii.net/pokedex-sm/338.shtml,338,Recycle,,,
https://www.serebii.net/pokedex-sm/118.shtml,118,Snore,,,
https://www.serebii.net/pokedex-sm/106.shtml,106,Laser Focus,,,
https://www.serebii.net/pokedex-sm/179.shtml,179,,,Sand Attack,
https://www.serebii.net/pokedex-sm/787.shtml,787,Zen Headbutt,,,
https://www.serebii.net/pokedex-sm/731.shtml,731,Sky Attack,,,
https://www.serebii.net/pokedex-sm/275.shtml,275,Snore,,,
https://www.serebii.net/pokedex-sm/677.shtml,677,Recycle,,,
https://www.serebii.net/pokedex-sm/554.shtml,554,Snore,,,
https://www.serebii.net/pokedex-sm/460.shtml,460,Snore,,,
https://www.serebii.net/pokedex-sm/516.shtml,516,Covet,,,
https://www.serebii.net/pokedex-sm/314.shtml,314,,,Captivate,
https://www.serebii.net/pokedex-sm/103.shtml,103,,,Giga Drain,
https://www.serebii.net/pokedex-sm/389.shtml,389,Iron Head,,,
https://www.serebii.net/pokedex-sm/038.shtml,38,,,Freeze-Dry,Alola
https://www.serebii.net/pokedex-sm/312.shtml,312,Magnet Rise,,,
https://www.serebii.net/pokedex-sm/274.shtml,274,,,Nasty Plot,
https://www.serebii.net/pokedex-sm/317.shtml,317,,,Acid Armor,
https://www.serebii.net/pokedex-sm/742.shtml,742,,,Moonblast,
https://www.serebii.net/pokedex-sm/807.shtml,807,Dual Chop,,,
https://www.serebii.net/pokedex-sm/026.shtml,26,Focus Punch,Raichu,,
https://www.serebii.net/pokedex-sm/645.shtml,645,Superpower,Therian,,
https://www.serebii.net/pokedex-sm/697.shtml,697,Iron Head,,,
https://www.serebii.net/pokedex-sm/670.shtml,670,,,Tearful Look,
https://www.serebii.net/pokedex-sm/112.shtml,112,Snore,,,
https://www.serebii.net/pokedex-sm/673.shtml,673,,,Defense Curl,
https://www.serebii.net/pokedex-sm/696.shtml,696,Hyper Voice,,,
https://www.serebii.net/pokedex-sm/693.shtml,693,Bounce,,,
https://www.serebii.net/pokedex-sm/125.shtml,125,,,Ice Punch,
https://www.serebii.net/pokedex-sm/320.shtml,320,,,Fissure,
https://www.serebii.net/pokedex-sm/178.shtml,178,Zen Headbutt,,,
https://www.serebii.net/pokedex-sm/234.shtml,234,Magic Room,,,
https://www.serebii.net/pokedex-sm/238.shtml,238,Magic Coat,,,
https://www.serebii.net/pokedex-sm/038.shtml,38,,,Power Swap,Normal
https://www.serebii.net/pokedex-sm/556.shtml,556,Uproar,,,
https://www.serebii.net/pokedex-sm/007.shtml,7,Dragon Pulse,,,
https://www.serebii.net/pokedex-sm/319.shtml,319,Liquidation,,,
https://www.serebii.net/pokedex-sm/080.shtml,80,Ice Punch,,,
https://www.serebii.net/pokedex-sm/628.shtml,628,Heat Wave,,,
https://www.serebii.net/pokedex-sm/025.shtml,25,,,Electric Terrain,
https://www.serebii.net/pokedex-sm/744.shtml,744,,,Sucker Punch,
https://www.serebii.net/pokedex-sm/413.shtml,413,Uproar,Trash,,
https://www.serebii.net/pokedex-sm/637.shtml,637,Tailwind,,,
https://www.serebii.net/pokedex-sm/312.shtml,312,,,Lucky Chant,
https://www.serebii.net/pokedex-sm/150.shtml,150,Magic Coat,,,
https://www.serebii.net/pokedex-sm/379.shtml,379,Shock Wave,,,
https://www.serebii.net/pokedex-sm/660.shtml,660,,,Rollout,
https://www.serebii.net/pokedex-sm/400.shtml,400,Water Pulse,,,
https://www.serebii.net/pokedex-sm/781.shtml,781,Synthesis,,,
https://www.serebii.net/pokedex-sm/170.shtml,170,,,Soak,
https://www.serebii.net/pokedex-sm/152.shtml,152,,,Body Slam,
https://www.serebii.net/pokedex-sm/081.shtml,81,Magnet Rise,,,
https://www.serebii.net/pokedex-sm/215.shtml,215,,,Ice Punch,
https://www.serebii.net/pokedex-sm/141.shtml,141,Superpower,,,
https://www.serebii.net/pokedex-sm/575.shtml,575,Skill Swap,,,
https://www.serebii.net/pokedex-sm/215.shtml,215,Snore,,,
https://www.serebii.net/pokedex-sm/453.shtml,453,,,Drain Punch,
https://www.serebii.net/pokedex-sm/623.shtml,623,Gravity,,,
https://www.serebii.net/pokedex-sm/786.shtml,786,Snore,,,
https://www.serebii.net/pokedex-sm/735.shtml,735,Endeavor,,,
https://www.serebii.net/pokedex-sm/599.shtml,599,Telekinesis,,,
https://www.serebii.net/pokedex-sm/582.shtml,582,Magnet Rise,,,
https://www.serebii.net/pokedex-sm/729.shtml,729,Uproar,,,
https://www.serebii.net/pokedex-sm/113.shtml,113,,,Endure,
https://www.serebii.net/pokedex-sm/800.shtml,800,Heat Wave,Dawn Wings Necrozma,,
https://www.serebii.net/pokedex-sm/708.shtml,708,Trick,,,
https://www.serebii.net/pokedex-sm/063.shtml,63,Role Play,,,
https://www.serebii.net/pokedex-sm/741.shtml,741,,,Captivate,
https://www.serebii.net/pokedex-sm/272.shtml,272,,,Sweet Scent,
https://www.serebii.net/pokedex-sm/381.shtml,381,Outrage,,,
https://www.serebii.net/pokedex-sm/574.shtml,574,Role Play,,,
https://www.serebii.net/pokedex-sm/414.shtml,414,Bug Bite,,,
https://www.serebii.net/pokedex-sm/777.shtml,777,Zen Headbutt,,,
https://www.serebii.net/pokedex-sm/510.shtml,510,,,Encore,
https://www.serebii.net/pokedex-sm/053.shtml,53,Last Resort,Alola,,
https://www.serebii.net/pokedex-sm/344.shtml,344,Wonder Room,,,
https://www.serebii.net/pokedex-sm/439.shtml,439,Shock Wave,,,
https://www.serebii.net/pokedex-sm/240.shtml,240,,,Mega Punch,
https://www.serebii.net/pokedex-sm/224.shtml,224,,,Acid Spray,
https://www.serebii.net/pokedex-sm/188.shtml,188,,,Cotton Guard,
https://www.serebii.net/pokedex-sm/583.shtml,583,,,Powder Snow,
https://www.serebii.net/pokedex-sm/224.shtml,224,,,Swift,
https://www.serebii.net/pokedex-sm/297.shtml,297,,,Feint,
https://www.serebii.net/pokedex-sm/284.shtml,284,,,Power Split,
https://www.serebii.net/pokedex-sm/128.shtml,128,Zen Headbutt,,,
https://www.serebii.net/pokedex-sm/125.shtml,125,Shock Wave,,,
https://www.serebii.net/pokedex-sm/685.shtml,685,Snore,,,
https://www.serebii.net/pokedex-sm/077.shtml,77,,,Flame Wheel,
https://www.serebii.net/pokedex-sm/181.shtml,181,,,Odor Sleuth,
https://www.serebii.net/pokedex-sm/288.shtml,288,Snore,,,
https://www.serebii.net/pokedex-sm/768.shtml,768,Iron Head,,,
https://www.serebii.net/pokedex-sm/124.shtml,124,Signal Beam,,,
https://www.serebii.net/pokedex-sm/542.shtml,542,,,Baton Pass,
https://www.serebii.net/pokedex-sm/436.shtml,436,Signal Beam,,,
https://www.serebii.net/pokedex-sm/137.shtml,137,Magic Coat,,,
https://www.serebii.net/pokedex-sm/062.shtml,62,,,Endeavor,
https://www.serebii.net/pokedex-sm/482.shtml,482,Magic Coat,,,
https://www.serebii.net/pokedex-sm/805.shtml,805,Magic Coat,,,
https://www.serebii.net/pokedex-sm/327.shtml,327,Snore,,,
https://www.serebii.net/pokedex-sm/210.shtml,210,,,Fire Fang,
https://www.serebii.net/pokedex-sm/323.shtml,323,,,Swallow,
https://www.serebii.net/pokedex-sm/618.shtml,618,Spite,,,
https://www.serebii.net/pokedex-sm/303.shtml,303,,,Ancient Power,
https://www.serebii.net/pokedex-sm/462.shtml,462,Iron Defense,,,
https://www.serebii.net/pokedex-sm/652.shtml,652,,,Defense Curl,
https://www.serebii.net/pokedex-sm/444.shtml,444,,,Thrash,
https://www.serebii.net/pokedex-sm/352.shtml,352,,,Power-Up Punch,
https://www.serebii.net/pokedex-sm/143.shtml,143,Water Pulse,,,
https://www.serebii.net/pokedex-sm/303.shtml,303,Magnet Rise,,,
https://www.serebii.net/pokedex-sm/168.shtml,168,,,Night Slash,
https://www.serebii.net/pokedex-sm/248.shtml,248,Block,,,
https://www.serebii.net/pokedex-sm/674.shtml,674,Ice Punch,,,
https://www.serebii.net/pokedex-sm/291.shtml,291,Bug Bite,,,
https://www.serebii.net/pokedex-sm/087.shtml,87,,,Encore,
https://www.serebii.net/pokedex-sm/387.shtml,387,Synthesis,,,
https://www.serebii.net/pokedex-sm/560.shtml,560,Snore,,,
https://www.serebii.net/pokedex-sm/294.shtml,294,,,Snore,
https://www.serebii.net/pokedex-sm/008.shtml,8,Focus Punch,,,
https://www.serebii.net/pokedex-sm/581.shtml,581,,,Steel Wing,
https://www.serebii.net/pokedex-sm/379.shtml,379,Ice Punch,,,
https://www.serebii.net/pokedex-sm/023.shtml,23,,,Switcheroo,
https://www.serebii.net/pokedex-sm/059.shtml,59,,,Crunch,
https://www.serebii.net/pokedex-sm/357.shtml,357,,,Razor Wind,
https://www.serebii.net/pokedex-sm/723.shtml,723,,,Haze,
https://www.serebii.net/pokedex-sm/652.shtml,652,,,Belly Drum,
https://www.serebii.net/pokedex-sm/073.shtml,73,,,Mirror Coat,
https://www.serebii.net/pokedex-sm/454.shtml,454,,,Vacuum Wave,
https://www.serebii.net/pokedex-sm/498.shtml,498,,,Yawn,
https://www.serebii.net/pokedex-sm/670.shtml,670,Heal Bell,,,
https://www.serebii.net/pokedex-sm/467.shtml,467,Helping Hand,,,
https://www.serebii.net/pokedex-sm/358.shtml,358,Laser Focus,,,
https://www.serebii.net/pokedex-sm/677.shtml,677,,,Trick,
https://www.serebii.net/pokedex-sm/514.shtml,514,,,Tickle,
https://www.serebii.net/pokedex-sm/388.shtml,388,,,Spit Up,
https://www.serebii.net/pokedex-sm/549.shtml,549,,,Ingrain,
https://www.serebii.net/pokedex-sm/661.shtml,661,Defog,,,
https://www.serebii.net/pokedex-sm/760.shtml,760,,,Ice Punch,
https://www.serebii.net/pokedex-sm/594.shtml,594,Liquidation,,,
https://www.serebii.net/pokedex-sm/495.shtml,495,Snore,,,
https://www.serebii.net/pokedex-sm/738.shtml,738,Electroweb,,,
https://www.serebii.net/pokedex-sm/478.shtml,478,,,Switcheroo,
