link,DexNum,name,form,,DexNum,Name,Move JSON
https://www.serebii.net/pokedex-sm/015.shtml,15,Tailwind,,,15,Tailwind,"{""name"": Tailwind""}"
https://www.serebii.net/pokedex-sm/015.shtml,15,Throat Chop,,,15,Throat Chop,"{""name"": Throat Chop""}"
https://www.serebii.net/pokedex-sm/016.shtml,16,Defog,,,16,Defog,"{""name"": Defog""}"
https://www.serebii.net/pokedex-sm/016.shtml,16,Heat Wave,,,16,Heat Wave,"{""name"": Heat Wave""}"
https://www.serebii.net/pokedex-sm/016.shtml,16,Sky Attack,,,16,Sky Attack,"{""name"": Sky Attack""}"
https://www.serebii.net/pokedex-sm/016.shtml,16,Snore,,,16,Snore,"{""name"": Snore""}"
https://www.serebii.net/pokedex-sm/016.shtml,16,Tailwind,,,16,Tailwind,"{""name"": Tailwind""}"
https://www.serebii.net/pokedex-sm/016.shtml,16,Uproar,,,16,Uproar,"{""name"": Uproar""}"
https://www.serebii.net/pokedex-sm/017.shtml,17,Defog,,,17,Defog,"{""name"": Defog""}"
https://www.serebii.net/pokedex-sm/017.shtml,17,Heat Wave,,,17,Heat Wave,"{""name"": Heat Wave""}"
https://www.serebii.net/pokedex-sm/017.shtml,17,Sky Attack,,,17,Sky Attack,"{""name"": Sky Attack""}"
https://www.serebii.net/pokedex-sm/017.shtml,17,Snore,,,17,Snore,"{""name"": Snore""}"
https://www.serebii.net/pokedex-sm/017.shtml,17,Tailwind,,,17,Tailwind,"{""name"": Tailwind""}"
https://www.serebii.net/pokedex-sm/017.shtml,17,Uproar,,,17,Uproar,"{""name"": Uproar""}"
https://www.serebii.net/pokedex-sm/018.shtml,18,Defog,,,18,Defog,"{""name"": Defog""}"
https://www.serebii.net/pokedex-sm/018.shtml,18,Heat Wave,,,18,Heat Wave,"{""name"": Heat Wave""}"
https://www.serebii.net/pokedex-sm/018.shtml,18,Laser Focus,,,18,Laser Focus,"{""name"": Laser Focus""}"
https://www.serebii.net/pokedex-sm/018.shtml,18,Sky Attack,,,18,Sky Attack,"{""name"": Sky Attack""}"
https://www.serebii.net/pokedex-sm/018.shtml,18,Snore,,,18,Snore,"{""name"": Snore""}"
https://www.serebii.net/pokedex-sm/018.shtml,18,Tailwind,,,18,Tailwind,"{""name"": Tailwind""}"
https://www.serebii.net/pokedex-sm/018.shtml,18,Uproar,,,18,Uproar,"{""name"": Uproar""}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Covet,Alola,,19,Covet,"{""name"": Covet"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Rattata""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Covet,Rattata,,19,Endeavor,"{""name"": Endeavor"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Rattata""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Endeavor,Alola,,19,Icy Wind,"{""name"": Icy Wind"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Rattata""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Endeavor,Rattata,,19,Iron Tail,"{""name"": Iron Tail"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Rattata""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Icy Wind,Alola,,19,Last Resort,"{""name"": Last Resort"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Rattata""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Icy Wind,Rattata,,19,Shock Wave,"{""name"": Shock Wave"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Rattata""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Iron Tail,Alola,,19,Snatch,"{""name"": Snatch"", ""forms"": [{""form"": ""Alola""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Iron Tail,Rattata,,19,Snore,"{""name"": Snore"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Rattata""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Last Resort,Alola,,19,Super Fang,"{""name"": Super Fang"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Rattata""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Last Resort,Rattata,,19,Uproar,"{""name"": Uproar"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Rattata""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Shock Wave,Alola,,19,Zen Headbutt,"{""name"": Zen Headbutt"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Rattata""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Shock Wave,Rattata,,20,Covet,"{""name"": Covet"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raticate""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Snatch,Alola,,20,Endeavor,"{""name"": Endeavor"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raticate""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Snore,Alola,,20,Icy Wind,"{""name"": Icy Wind"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raticate""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Snore,Rattata,,20,Iron Tail,"{""name"": Iron Tail"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raticate""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Super Fang,Alola,,20,Knock Off,"{""name"": Knock Off"", ""forms"": [{""form"": ""Alola""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Super Fang,Rattata,,20,Last Resort,"{""name"": Last Resort"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raticate""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Uproar,Alola,,20,Shock Wave,"{""name"": Shock Wave"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raticate""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Uproar,Rattata,,20,Snatch,"{""name"": Snatch"", ""forms"": [{""form"": ""Alola""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Zen Headbutt,Alola,,20,Snore,"{""name"": Snore"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raticate""}]}"
https://www.serebii.net/pokedex-sm/019.shtml,19,Zen Headbutt,Rattata,,20,Stomping Tantrum,"{""name"": Stomping Tantrum"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raticate""}]}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Covet,Alola,,20,Super Fang,"{""name"": Super Fang"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raticate""}]}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Covet,Raticate,,20,Throat Chop,"{""name"": Throat Chop"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raticate""}]}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Endeavor,Alola,,20,Uproar,"{""name"": Uproar"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raticate""}]}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Endeavor,Raticate,,20,Zen Headbutt,"{""name"": Zen Headbutt"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raticate""}]}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Icy Wind,Alola,,21,Defog,"{""name"": Defog""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Icy Wind,Raticate,,21,Drill Run,"{""name"": Drill Run""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Iron Tail,Alola,,21,Heat Wave,"{""name"": Heat Wave""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Iron Tail,Raticate,,21,Sky Attack,"{""name"": Sky Attack""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Knock Off,Alola,,21,Snore,"{""name"": Snore""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Last Resort,Alola,,21,Tailwind,"{""name"": Tailwind""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Last Resort,Raticate,,21,Uproar,"{""name"": Uproar""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Shock Wave,Alola,,22,Defog,"{""name"": Defog""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Shock Wave,Raticate,,22,Drill Run,"{""name"": Drill Run""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Snatch,Alola,,22,Heat Wave,"{""name"": Heat Wave""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Snore,Alola,,22,Laser Focus,"{""name"": Laser Focus""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Snore,Raticate,,22,Sky Attack,"{""name"": Sky Attack""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Stomping Tantrum,Alola,,22,Snore,"{""name"": Snore""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Stomping Tantrum,Raticate,,22,Tailwind,"{""name"": Tailwind""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Super Fang,Alola,,22,Throat Chop,"{""name"": Throat Chop""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Super Fang,Raticate,,22,Uproar,"{""name"": Uproar""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Throat Chop,Alola,,23,Aqua Tail,"{""name"": Aqua Tail""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Throat Chop,Raticate,,23,Bind,"{""name"": Bind""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Uproar,Alola,,23,Gastro Acid,"{""name"": Gastro Acid""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Uproar,Raticate,,23,Giga Drain,"{""name"": Giga Drain""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Zen Headbutt,Alola,,23,Gunk Shot,"{""name"": Gunk Shot""}"
https://www.serebii.net/pokedex-sm/020.shtml,20,Zen Headbutt,Raticate,,23,Iron Tail,"{""name"": Iron Tail""}"
https://www.serebii.net/pokedex-sm/021.shtml,21,Defog,,,23,Seed Bomb,"{""name"": Seed Bomb""}"
https://www.serebii.net/pokedex-sm/021.shtml,21,Drill Run,,,23,Snatch,"{""name"": Snatch""}"
https://www.serebii.net/pokedex-sm/021.shtml,21,Heat Wave,,,23,Snore,"{""name"": Snore""}"
https://www.serebii.net/pokedex-sm/021.shtml,21,Sky Attack,,,23,Spite,"{""name"": Spite""}"
https://www.serebii.net/pokedex-sm/021.shtml,21,Snore,,,24,Aqua Tail,"{""name"": Aqua Tail""}"
https://www.serebii.net/pokedex-sm/021.shtml,21,Tailwind,,,24,Bind,"{""name"": Bind""}"
https://www.serebii.net/pokedex-sm/021.shtml,21,Uproar,,,24,Gastro Acid,"{""name"": Gastro Acid""}"
https://www.serebii.net/pokedex-sm/022.shtml,22,Defog,,,24,Giga Drain,"{""name"": Giga Drain""}"
https://www.serebii.net/pokedex-sm/022.shtml,22,Drill Run,,,24,Gunk Shot,"{""name"": Gunk Shot""}"
https://www.serebii.net/pokedex-sm/022.shtml,22,Heat Wave,,,24,Iron Tail,"{""name"": Iron Tail""}"
https://www.serebii.net/pokedex-sm/022.shtml,22,Laser Focus,,,24,Seed Bomb,"{""name"": Seed Bomb""}"
https://www.serebii.net/pokedex-sm/022.shtml,22,Sky Attack,,,24,Snatch,"{""name"": Snatch""}"
https://www.serebii.net/pokedex-sm/022.shtml,22,Snore,,,24,Snore,"{""name"": Snore""}"
https://www.serebii.net/pokedex-sm/022.shtml,22,Tailwind,,,24,Spite,"{""name"": Spite""}"
https://www.serebii.net/pokedex-sm/022.shtml,22,Throat Chop,,,24,Stomping Tantrum,"{""name"": Stomping Tantrum""}"
https://www.serebii.net/pokedex-sm/022.shtml,22,Uproar,,,24,Throat Chop,"{""name"": Throat Chop""}"
https://www.serebii.net/pokedex-sm/023.shtml,23,Aqua Tail,,,25,Covet,"{""name"": Covet""}"
https://www.serebii.net/pokedex-sm/023.shtml,23,Bind,,,25,Electroweb,"{""name"": Electroweb""}"
https://www.serebii.net/pokedex-sm/023.shtml,23,Gastro Acid,,,25,Focus Punch,"{""name"": Focus Punch""}"
https://www.serebii.net/pokedex-sm/023.shtml,23,Giga Drain,,,25,Helping Hand,"{""name"": Helping Hand""}"
https://www.serebii.net/pokedex-sm/023.shtml,23,Gunk Shot,,,25,Iron Tail,"{""name"": Iron Tail""}"
https://www.serebii.net/pokedex-sm/023.shtml,23,Iron Tail,,,25,Knock Off,"{""name"": Knock Off""}"
https://www.serebii.net/pokedex-sm/023.shtml,23,Seed Bomb,,,25,Laser Focus,"{""name"": Laser Focus""}"
https://www.serebii.net/pokedex-sm/023.shtml,23,Snatch,,,25,Magnet Rise,"{""name"": Magnet Rise""}"
https://www.serebii.net/pokedex-sm/023.shtml,23,Snore,,,25,Shock Wave,"{""name"": Shock Wave""}"
https://www.serebii.net/pokedex-sm/023.shtml,23,Spite,,,25,Signal Beam,"{""name"": Signal Beam""}"
https://www.serebii.net/pokedex-sm/024.shtml,24,Aqua Tail,,,25,Snore,"{""name"": Snore""}"
https://www.serebii.net/pokedex-sm/024.shtml,24,Bind,,,25,Thunder Punch,"{""name"": Thunder Punch""}"
https://www.serebii.net/pokedex-sm/024.shtml,24,Gastro Acid,,,26,Ally Switch,"{""name"": Ally Switch"", ""forms"": [{""form"": ""Alola""}]}"
https://www.serebii.net/pokedex-sm/024.shtml,24,Giga Drain,,,26,Covet,"{""name"": Covet"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raichu""}]}"
https://www.serebii.net/pokedex-sm/024.shtml,24,Gunk Shot,,,26,Electroweb,"{""name"": Electroweb"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raichu""}]}"
https://www.serebii.net/pokedex-sm/024.shtml,24,Iron Tail,,,26,Focus Punch,"{""name"": Focus Punch"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raichu""}]}"
https://www.serebii.net/pokedex-sm/024.shtml,24,Seed Bomb,,,26,Helping Hand,"{""name"": Helping Hand"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raichu""}]}"
https://www.serebii.net/pokedex-sm/024.shtml,24,Snatch,,,26,Iron Tail,"{""name"": Iron Tail"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raichu""}]}"
https://www.serebii.net/pokedex-sm/024.shtml,24,Snore,,,26,Knock Off,"{""name"": Knock Off"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raichu""}]}"
https://www.serebii.net/pokedex-sm/024.shtml,24,Spite,,,26,Laser Focus,"{""name"": Laser Focus"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raichu""}]}"
https://www.serebii.net/pokedex-sm/024.shtml,24,Stomping Tantrum,,,26,Magic Coat,"{""name"": Magic Coat"", ""forms"": [{""form"": ""Alola""}]}"
https://www.serebii.net/pokedex-sm/024.shtml,24,Throat Chop,,,26,Magic Room,"{""name"": Magic Room"", ""forms"": [{""form"": ""Alola""}]}"
https://www.serebii.net/pokedex-sm/025.shtml,25,Covet,,,26,Magnet Rise,"{""name"": Magnet Rise"", ""forms"": [{""form"": ""Alola""}, {""form"": ""Raichu""}]}"
https://www.serebii.net/pokedex-sm/025.shtml,25,Electroweb,,,26,Recycle,"{""name"": Recycle"", ""forms"": [{""form"": ""Alola""}]}"
